id	num 	item_name
62	1	Chips and Guacamole
63	1	Chicken Bowl
63	1	Chips and Guacamole
64	1	Chicken Bowl
64	1	Veggie Bowl
65	1	Barbacoa Burrito
65	1	Carnitas Bowl
65	1	Chips and Guacamole
66	1	Steak Burrito
67	2	Steak Burrito
67	1	Side of Chips
68	2	Chicken Burrito
68	1	Chips and Guacamole
69	1	Chicken Burrito
69	1	Chips and Tomatillo-Green Chili Salsa
70	2	Chicken Bowl
70	1	Chips and Guacamole
71	1	Chips and Guacamole
71	1	Veggie Bowl
71	1	Steak Burrito
72	1	Chicken Burrito
73	1	Chicken Bowl
73	1	Chicken Burrito
73	2	Canned Soda
74	1	Carnitas Bowl
74	1	Veggie Bowl
74	1	Chips and Tomatillo-Green Chili Salsa
75	1	Chips and Guacamole
75	1	Chicken Burrito
75	1	Barbacoa Crispy Tacos
75	1	Chicken Burrito
76	1	Chicken Burrito
76	2	Canned Soda
77	1	Chicken Burrito
77	1	Nantucket Nectar
78	1	Chicken Burrito
78	1	Steak Soft Tacos
79	1	Chicken Bowl
80	1	Steak Burrito
81	1	Chicken Burrito
81	1	Canned Soda
81	1	Canned Soda
82	1	Barbacoa Soft Tacos
82	1	Chicken Bowl
82	1	Chips and Fresh Tomato Salsa
83	1	Steak Soft Tacos
83	1	Chips and Guacamole
83	1	Veggie Salad Bowl
84	1	Steak Bowl
84	1	Chicken Burrito
84	1	Chicken Burrito
85	1	Steak Burrito
85	1	Chips and Roasted Chili-Corn Salsa
86	1	Veggie Bowl
86	1	Chicken Bowl
86	1	Chips and Fresh Tomato Salsa
87	1	Canned Soda
87	1	Steak Burrito
88	1	Chicken Burrito
88	1	Chips and Tomatillo-Green Chili Salsa
89	1	Chicken Bowl
89	1	Canned Soda
89	1	Chips and Guacamole
90	1	Chicken Burrito
90	1	Chicken Burrito
91	1	Chicken Burrito
91	1	Nantucket Nectar
92	1	Chicken Bowl
92	1	Steak Bowl
92	1	Chips
93	1	Chicken Bowl
93	1	Veggie Bowl
93	1	Chicken Bowl
93	1	Chips and Guacamole
94	2	Chicken Salad Bowl
95	1	Chips and Guacamole
95	1	Steak Bowl
96	1	Chicken Burrito
96	2	Chicken Crispy Tacos
96	1	Chicken Bowl
97	1	Barbacoa Bowl
97	1	Chicken Bowl
97	1	Chips
98	1	Barbacoa Burrito
98	2	Chips
98	1	Chicken Bowl
99	1	Veggie Burrito
99	1	Chips
100	1	Steak Burrito
100	1	Canned Soda
101	1	Steak Burrito
101	1	Chips and Guacamole
102	1	Chicken Bowl
102	1	Chips and Tomatillo Green Chili Salsa
102	1	Chips and Roasted Chili Corn Salsa
103	1	Steak Burrito
103	2	Chips and Tomatillo Green Chili Salsa
103	1	Steak Burrito
103	1	Carnitas Soft Tacos
103	1	Steak Burrito
104	1	Carnitas Burrito
104	1	Chips and Fresh Tomato Salsa
105	2	Chicken Burrito
106	1	Chicken Burrito
106	1	Steak Bowl
107	1	Chicken Burrito
108	1	Steak Burrito
108	1	Canned Soda
108	1	Canned Soda
108	1	Canned Soda
108	1	Barbacoa Burrito
109	1	Chicken Salad
109	1	Canned Soda
110	1	Chicken Bowl
110	1	Veggie Bowl
110	1	Barbacoa Bowl
110	1	Barbacoa Crispy Tacos
111	1	Chicken Salad Bowl
111	1	Chicken Bowl
112	1	Steak Burrito
112	1	Steak Bowl
113	1	Steak Bowl
113	1	Canned Soda
114	1	Steak Bowl
114	1	Canned Soft Drink
115	1	Steak Burrito
115	1	Chips and Fresh Tomato Salsa
116	1	Steak Soft Tacos
116	1	Chips and Fresh Tomato Salsa
117	1	Barbacoa Soft Tacos
117	1	Chips and Guacamole
118	1	Chicken Burrito
118	1	Chips and Tomatillo-Green Chili Salsa
119	1	Chicken Burrito
119	1	Chicken Burrito
120	1	Chicken Burrito
120	1	Side of Chips
121	1	Chicken Burrito
121	1	Chips and Guacamole
122	1	Steak Soft Tacos
122	1	Side of Chips
122	1	Canned Soda
123	2	Steak Salad Bowl
124	2	Chicken Bowl
124	1	Chips
124	1	Chicken Bowl
125	1	Steak Bowl
125	1	Steak Bowl
125	1	Veggie Bowl
125	1	Chips and Guacamole
126	1	Chicken Burrito
126	1	Chicken Bowl
127	1	Chicken Bowl
127	1	Canned Soft Drink
128	1	Steak Soft Tacos
128	1	Chips and Guacamole
128	1	Veggie Salad Bowl
129	1	Steak Burrito
129	1	Steak Burrito
129	1	6 Pack Soft Drink
130	1	Steak Soft Tacos
130	1	Chips and Tomatillo-Red Chili Salsa
131	1	Chicken Bowl
131	1	Chips and Fresh Tomato Salsa
132	1	Chicken Bowl
132	1	Chicken Bowl
132	1	Chips
133	1	Steak Bowl
133	1	Side of Chips
134	1	Chicken Burrito
134	1	Chicken Burrito
134	1	Chips
135	1	Chips and Guacamole
135	1	Chicken Bowl
136	1	Chicken Soft Tacos
136	1	Steak Burrito
137	2	Chicken Salad Bowl
138	1	Chicken Burrito
138	1	Canned Soda
138	1	Bottled Water
139	1	Chicken Bowl
139	1	Canned Soft Drink
139	1	Chips
140	1	Steak Burrito
141	1	Chicken Burrito
141	1	Chicken Soft Tacos
142	1	Steak Burrito
142	1	Chips and Fresh Tomato Salsa
143	1	Chicken Bowl
143	1	Chips
143	1	Bottled Water
144	1	Chicken Burrito
144	1	Chips
145	1	Chicken Soft Tacos
145	1	Chicken Soft Tacos
146	1	Barbacoa Burrito
146	1	Steak Burrito
147	1	Steak Bowl
147	1	Canned Soft Drink
148	1	Chicken Burrito
148	1	Chicken Burrito
148	1	Chips and Guacamole
148	1	6 Pack Soft Drink
149	1	Steak Soft Tacos
149	1	Chips and Fresh Tomato Salsa
149	1	Chicken Soft Tacos
149	1	Chips and Guacamole
149	1	Canned Soft Drink
149	1	Canned Soft Drink
150	1	Chicken Bowl
150	1	Chips and Tomatillo-Red Chili Salsa
150	2	Canned Soda
151	1	Chicken Burrito
151	2	Canned Soda
152	2	Steak Burrito
153	2	Chicken Soft Tacos
154	1	Chicken Burrito
154	1	Chips and Tomatillo Red Chili Salsa
154	1	6 Pack Soft Drink
155	1	Steak Burrito
155	1	Izze
155	1	Izze
156	1	Steak Burrito
156	1	Chicken Burrito
157	1	Chicken Burrito
157	1	Chips
158	1	Chicken Crispy Tacos
158	1	Chips and Tomatillo Green Chili Salsa
159	1	Chicken Burrito
159	1	Canned Soft Drink
160	1	Steak Burrito
160	1	Canned Soda
161	1	Chicken Bowl
161	1	Chicken Burrito
162	1	Carnitas Burrito
162	1	Chips and Fresh Tomato Salsa
163	1	Barbacoa Burrito
163	1	Bottled Water
164	1	Steak Burrito
164	1	Canned Soda
165	1	Chicken Bowl
165	1	Canned Soft Drink
165	1	Canned Soft Drink
166	1	Chicken Burrito
166	1	Steak Burrito
166	1	Chips
167	1	Barbacoa Burrito
167	1	Side of Chips
168	1	Steak Bowl
168	1	6 Pack Soft Drink
169	1	Chicken Burrito
169	1	Steak Soft Tacos
170	1	Chicken Burrito
170	1	Chips and Guacamole
170	1	Canned Soft Drink
171	1	Veggie Burrito
171	1	Chips and Guacamole
172	1	Chicken Burrito
172	1	Barbacoa Burrito
173	1	Chicken Burrito
173	1	Carnitas Bowl
174	1	Chicken Burrito
174	1	Canned Soft Drink
175	1	Steak Burrito
175	1	Canned Soft Drink
176	1	Steak Burrito
176	1	Carnitas Soft Tacos
176	1	Chips and Guacamole
177	1	Chicken Bowl
177	1	Chips
178	3	Chicken Bowl
179	1	Canned Soft Drink
179	1	Chicken Bowl
180	1	Steak Bowl
180	1	Side of Chips
180	1	Canned Soda
181	2	Chicken Bowl
182	1	Chips and Guacamole
182	1	6 Pack Soft Drink
182	1	Barbacoa Bowl
183	1	Chicken Soft Tacos
183	1	Steak Burrito
184	1	Carnitas Burrito
184	1	Chicken Bowl
184	1	Chicken Burrito
184	1	Chips
184	1	Chips and Fresh Tomato Salsa
185	2	Chicken Soft Tacos
186	1	Chicken Soft Tacos
186	1	Steak Bowl
186	1	Barbacoa Crispy Tacos
186	1	Izze
187	1	Steak Burrito
187	1	Side of Chips
188	1	Carnitas Bowl
188	1	Canned Soda
189	1	Veggie Burrito
189	1	Nantucket Nectar
190	1	Steak Crispy Tacos
190	1	Canned Soda
191	1	Steak Burrito
191	1	Chicken Soft Tacos
192	1	Chicken Burrito
192	1	Chips and Guacamole
192	1	Chips and Tomatillo Red Chili Salsa
192	1	Steak Bowl
193	3	Bowl
194	1	Chicken Burrito
194	1	Steak Burrito
195	1	Chicken Burrito
195	1	Chicken Bowl
195	1	Barbacoa Burrito
195	1	Chicken Burrito
195	1	Chicken Burrito
195	1	Carnitas Soft Tacos
195	1	Chicken Bowl
195	1	Veggie Salad Bowl
196	1	Chicken Bowl
196	1	Chicken Burrito
196	1	Chips and Fresh Tomato Salsa
196	1	Canned Soft Drink
197	1	Chicken Bowl
197	1	Side of Chips
198	1	Carnitas Burrito
198	1	Chicken Burrito
199	1	Chicken Bowl
199	1	Chicken Bowl
199	1	Chips and Guacamole
200	1	Veggie Burrito
200	1	Chips and Guacamole
201	1	Veggie Burrito
201	1	Chips and Guacamole
202	1	Barbacoa Bowl
202	1	Side of Chips
202	1	Canned Soda
203	1	Chicken Soft Tacos
203	1	Bottled Water
204	1	Chicken Burrito
204	1	Side of Chips
205	1	Carnitas Burrito
205	1	Veggie Burrito
205	1	Chicken Bowl
205	1	Steak Burrito
205	1	Chicken Burrito
205	1	Chicken Bowl
205	1	Chicken Bowl
205	1	Barbacoa Crispy Tacos
205	1	Chicken Burrito
205	1	Chicken Burrito
205	1	Chicken Bowl
205	1	Chips
206	1	Chicken Bowl
206	1	Steak Bowl
206	2	Canned Soft Drink
206	1	Chips and Guacamole
207	1	Steak Soft Tacos
207	1	Chips and Guacamole
207	1	Veggie Salad Bowl
208	1	Veggie Burrito
208	1	Chips and Guacamole
209	1	Steak Bowl
209	1	Steak Bowl
210	1	Chicken Bowl
210	1	Barbacoa Burrito
211	1	Steak Burrito
211	1	Chicken Soft Tacos
212	1	Canned Soft Drink
212	2	Carnitas Bowl
212	1	Canned Soft Drink
213	1	Steak Burrito
213	1	Chicken Bowl
214	1	Burrito
214	1	Burrito
215	1	Veggie Bowl
215	1	Canned Soft Drink
215	1	Chips and Guacamole
215	1	Veggie Bowl
215	1	Chips
216	1	Chicken Burrito
216	1	Chips and Guacamole
217	1	Burrito
217	1	Crispy Tacos
217	1	Crispy Tacos
218	1	Steak Burrito
218	1	Chips and Guacamole
219	1	Steak Bowl
219	1	Side of Chips
220	1	Chicken Salad Bowl
220	1	Chicken Bowl
221	1	Chicken Salad Bowl
221	1	Chicken Salad Bowl
222	1	Veggie Bowl
222	1	Chicken Burrito
222	1	Chips and Fresh Tomato Salsa
223	1	Chicken Burrito
223	2	Steak Burrito
224	1	Veggie Burrito
224	1	Chips and Guacamole
225	1	Chips and Tomatillo Green Chili Salsa
225	1	Carnitas Bowl
225	1	Steak Burrito
225	2	Bottled Water
225	1	Canned Soft Drink
226	1	Chicken Bowl
226	1	Barbacoa Burrito
226	1	Chips and Guacamole
227	1	Chicken Bowl
227	1	Chicken Bowl
227	1	Chips and Guacamole
228	1	Chicken Bowl
229	2	Steak Burrito
230	1	Chips and Guacamole
230	1	Chicken Burrito
230	1	Steak Burrito
230	1	6 Pack Soft Drink
230	1	Carnitas Crispy Tacos
231	1	Veggie Bowl
231	1	Chicken Bowl
231	1	Barbacoa Burrito
231	1	Chips
231	1	Steak Bowl
231	1	Chips and Guacamole
232	1	Barbacoa Burrito
232	1	Chips and Roasted Chili Corn Salsa
233	1	Steak Burrito
233	1	Chicken Burrito
233	1	Carnitas Soft Tacos
233	1	Canned Soft Drink
233	1	Canned Soft Drink
234	1	Chicken Salad Bowl
234	1	Chicken Burrito
234	1	Steak Soft Tacos
234	1	Chips and Guacamole
235	1	Steak Burrito
235	1	Steak Burrito
235	1	Barbacoa Burrito
236	1	Barbacoa Burrito
236	1	Steak Burrito
237	2	Chicken Soft Tacos
237	1	Chips and Tomatillo-Green Chili Salsa
237	1	Izze
237	1	Izze
238	1	Steak Crispy Tacos
238	1	Steak Burrito
239	1	Chicken Bowl
239	1	Chips
240	1	Chicken Salad Bowl
240	1	Barbacoa Burrito
240	1	Chips and Guacamole
241	1	Chicken Burrito
242	1	Chicken Burrito
242	1	Carnitas Soft Tacos
243	2	Chicken Salad Bowl
244	1	Barbacoa Bowl
244	1	Chips and Tomatillo Red Chili Salsa
244	1	Bottled Water
245	1	Steak Bowl
246	1	Chicken Bowl
246	1	Side of Chips
247	1	Chicken Crispy Tacos
247	1	Chicken Burrito
247	1	Chicken Crispy Tacos
247	2	Nantucket Nectar
248	1	Barbacoa Burrito
248	1	Chips and Guacamole
249	1	Chicken Bowl
249	1	Chips and Guacamole
250	1	Steak Salad Bowl
250	1	Steak Salad Bowl
251	1	Chicken Burrito
251	1	Chips and Fresh Tomato Salsa
251	1	Canned Soft Drink
252	1	Barbacoa Soft Tacos
252	1	Chicken Burrito
253	2	Steak Salad Bowl
254	1	Chicken Bowl
254	1	Barbacoa Burrito
254	1	Chips
254	1	Chips
254	1	Canned Soft Drink
255	1	Veggie Bowl
255	1	Chips and Guacamole
256	1	Chicken Burrito
256	1	Canned Soda
257	1	Veggie Burrito
257	1	Chips and Guacamole
258	1	Chicken Bowl
258	1	Carnitas Burrito
258	1	Chips and Tomatillo Green Chili Salsa
258	1	Chips and Guacamole
259	1	Steak Burrito
259	1	Chicken Soft Tacos
260	1	Veggie Burrito
260	1	Chips and Guacamole
261	2	Chicken Salad Bowl
262	1	Chicken Burrito
262	1	Canned Soft Drink
263	1	Chicken Burrito
263	1	Chicken Bowl
264	2	Steak Burrito
264	1	6 Pack Soft Drink
265	1	Chicken Burrito
265	1	Chicken Soft Tacos
265	1	Chips and Guacamole
266	1	Veggie Bowl
266	1	Chips and Guacamole
267	1	Steak Burrito
267	1	Canned Soda
268	1	Chicken Bowl
268	1	Chips and Roasted Chili-Corn Salsa
269	1	Steak Burrito
269	1	Side of Chips
270	2	Canned Soft Drink
270	1	Carnitas Burrito
270	1	Bottled Water
271	2	Chicken Bowl
271	1	Chips and Tomatillo Green Chili Salsa
272	1	Chicken Burrito
272	1	Chips and Guacamole
273	1	Steak Burrito
273	1	Chicken Burrito
274	1	Chicken Bowl
274	1	Side of Chips
275	1	Veggie Burrito
275	1	Chips and Guacamole
276	1	Steak Salad
276	1	Steak Bowl
276	1	Chips and Guacamole
276	1	Carnitas Soft Tacos
277	1	Chicken Bowl
277	1	Chips and Guacamole
277	1	Canned Soft Drink
278	1	Chips and Guacamole
278	1	Chicken Burrito
279	1	Bowl
279	1	Chips and Mild Fresh Tomato Salsa
279	1	Burrito
279	1	Chips and Guacamole
280	1	Veggie Bowl
280	1	Chips and Guacamole
281	1	Steak Bowl
281	1	Chips and Guacamole
282	1	Chicken Burrito
282	1	Canned Soft Drink
282	1	Steak Burrito
282	1	Canned Soft Drink
283	1	Chicken Burrito
283	1	Chips
284	1	Chicken Bowl
284	1	Chips and Guacamole
284	3	Canned Soft Drink
284	1	Steak Bowl
285	1	Carnitas Burrito
285	1	Chips and Tomatillo-Red Chili Salsa
286	1	Chicken Salad Bowl
286	1	Chips and Guacamole
286	1	Canned Soft Drink
287	1	Steak Burrito
287	1	Chicken Soft Tacos
287	2	Canned Soda
288	1	Chicken Burrito
288	2	Canned Soda
288	1	Bottled Water
289	1	Chicken Salad Bowl
289	1	Chips and Tomatillo Green Chili Salsa
289	1	Canned Soft Drink
290	1	Bottled Water
290	1	Chicken Bowl
291	1	Steak Burrito
291	1	Chips and Roasted Chili Corn Salsa
291	1	Canned Soft Drink
292	1	Veggie Burrito
292	1	Chips and Guacamole
293	1	Steak Burrito
294	1	Chips and Guacamole
294	1	Veggie Burrito
295	1	Chicken Burrito
295	1	Canned Soft Drink
296	1	Barbacoa Burrito
296	1	Side of Chips
297	1	Chicken Bowl
297	1	Canned Soft Drink
298	1	6 Pack Soft Drink
298	1	Chicken Bowl
299	1	Barbacoa Burrito
299	1	Chicken Burrito
299	1	Chips and Fresh Tomato Salsa
300	1	Chicken Burrito
300	1	Steak Burrito
301	1	Steak Burrito
301	1	Steak Crispy Tacos
301	1	Chips and Fresh Tomato Salsa
302	1	Chips and Guacamole
302	1	Veggie Burrito
303	1	Chicken Bowl
303	1	Chicken Burrito
304	1	Canned Soft Drink
304	1	Steak Burrito
304	1	Veggie Bowl
304	1	Veggie Soft Tacos
305	1	Chicken Burrito
305	1	Canned Soft Drink
305	1	Steak Burrito
306	1	Barbacoa Burrito
306	1	6 Pack Soft Drink
307	1	Chips and Guacamole
307	1	Veggie Burrito
308	1	Chicken Burrito
308	1	Chips
309	1	Chicken Burrito
309	1	Steak Salad Bowl
310	1	Barbacoa Bowl
310	1	Side of Chips
311	1	Steak Salad
311	1	Steak Bowl
311	1	Chips and Guacamole
311	1	Carnitas Soft Tacos
312	1	Barbacoa Burrito
312	1	Steak Bowl
312	1	Chips
313	1	Burrito
313	1	Burrito
314	1	Veggie Burrito
314	1	Chicken Salad Bowl
315	1	Barbacoa Crispy Tacos
315	1	Chips and Guacamole
316	1	Chicken Bowl
316	1	Canned Soft Drink
317	1	Carnitas Burrito
317	1	Chicken Crispy Tacos
317	1	Canned Soft Drink
318	1	Chips and Guacamole
318	1	Veggie Burrito
319	1	Chicken Bowl
319	1	Chicken Bowl
319	1	Steak Crispy Tacos
320	1	Chicken Bowl
320	1	Chips
320	1	Canned Soft Drink
321	1	Chicken Burrito
321	1	Canned Soda
321	1	Bottled Water
322	1	Veggie Soft Tacos
322	1	Chips and Tomatillo Green Chili Salsa
322	1	Canned Soft Drink
323	1	Steak Bowl
323	1	Canned Soft Drink
323	1	Chips
324	1	Chicken Burrito
324	1	Canned Soft Drink
325	1	Chips and Guacamole
325	1	Chicken Burrito
325	2	Canned Soft Drink
326	2	Chips and Guacamole
326	1	Chicken Burrito
326	1	Chicken Bowl
326	1	Chicken Bowl
327	1	Chicken Burrito
327	1	Veggie Burrito
328	1	Chicken Bowl
328	1	Chips and Guacamole
329	1	Chicken Burrito
329	1	Chips and Guacamole
330	1	Side of Chips
330	1	Barbacoa Bowl
331	1	Barbacoa Bowl
331	1	Chicken Bowl
332	1	Steak Burrito
332	1	Canned Soda
333	1	Steak Burrito
333	1	Chips and Tomatillo Green Chili Salsa
334	1	Chicken Burrito
334	1	Steak Burrito
335	1	Chips and Guacamole
335	1	Veggie Burrito
336	1	Chicken Burrito
336	1	Chicken Bowl
337	2	Chicken Salad Bowl
338	1	Chicken Bowl
338	3	Bottled Water
338	1	Chips and Guacamole
338	1	Carnitas Soft Tacos
338	1	Canned Soda
339	1	Carnitas Bowl
340	1	Chicken Burrito
340	1	Chips and Guacamole
341	1	Steak Bowl
342	1	Chips and Guacamole
342	1	Veggie Burrito
343	2	Chips
343	1	Barbacoa Crispy Tacos
343	1	Chicken Crispy Tacos
343	1	Veggie Bowl
343	1	Veggie Bowl
343	1	Carnitas Bowl
344	1	Chicken Burrito
344	1	Carnitas Burrito
344	1	Chicken Burrito
345	1	Chicken Bowl
345	1	Chips and Tomatillo Red Chili Salsa
345	1	Chips and Guacamole
346	1	Barbacoa Bowl
346	1	Chips and Roasted Chili Corn Salsa
346	1	Steak Bowl
346	1	Veggie Bowl
347	1	Chicken Bowl
347	1	Chips and Guacamole
348	2	Veggie Bowl
349	1	Veggie Burrito
349	1	Chips and Fresh Tomato Salsa
350	1	Chicken Bowl
350	3	Canned Soft Drink
351	1	Carnitas Bowl
351	1	Chips and Guacamole
352	1	Barbacoa Burrito
352	1	Barbacoa Burrito
352	1	Chips and Guacamole
353	1	Chicken Burrito
353	1	Barbacoa Soft Tacos
354	1	Chicken Burrito
354	1	Barbacoa Burrito
355	1	Steak Burrito
355	1	Steak Burrito
356	1	Steak Burrito
356	1	Steak Burrito
357	2	Chicken Salad Bowl
358	1	Carnitas Burrito
358	1	Chicken Crispy Tacos
358	1	Canned Soft Drink
359	1	Chicken Bowl
359	1	Chips
359	1	Canned Soft Drink
360	1	Chicken Bowl
360	1	Chicken Soft Tacos
360	1	Canned Soft Drink
361	1	Veggie Burrito
361	1	Bottled Water
362	1	Chicken Soft Tacos
362	1	Chicken Bowl
363	1	Barbacoa Burrito
363	1	6 Pack Soft Drink
363	2	Chips and Guacamole
364	1	Chicken Bowl
364	1	Chips and Guacamole
365	1	Chicken Soft Tacos
365	1	Canned Soft Drink
366	2	Chicken Crispy Tacos
366	1	Steak Burrito
367	1	Veggie Bowl
367	1	Barbacoa Burrito
367	2	Bottled Water
368	1	Chicken Bowl
368	1	Veggie Burrito
369	1	Chicken Bowl
369	1	Steak Salad
369	1	Chips and Guacamole
370	1	Chicken Burrito
370	1	Chips and Guacamole
371	1	Steak Burrito
371	1	Side of Chips
372	1	Steak Bowl
372	1	Chicken Bowl
373	1	Veggie Bowl
373	1	Chips and Guacamole
374	1	Barbacoa Burrito
374	1	Canned Soft Drink
375	1	Steak Bowl
375	1	Chips and Roasted Chili Corn Salsa
376	1	Steak Burrito
376	1	Steak Burrito
376	2	Canned Soda
377	2	Steak Bowl
377	1	Steak Burrito
378	1	Chicken Burrito
378	1	Side of Chips
379	1	Steak Burrito
379	1	Chicken Bowl
379	1	Chips and Tomatillo Green Chili Salsa
379	3	Canned Soft Drink
379	1	Steak Crispy Tacos
380	1	Barbacoa Bowl
380	1	Chicken Bowl
380	1	Chips
380	1	Bottled Water
381	1	Chicken Soft Tacos
381	1	Chicken Soft Tacos
381	1	Nantucket Nectar
382	1	Steak Bowl
382	1	Chips and Guacamole
383	1	Chicken Bowl
383	1	Chips and Guacamole
384	1	Chicken Bowl
384	1	Veggie Burrito
384	1	Chips
384	1	Chicken Bowl
385	1	Chicken Bowl
385	1	Side of Chips
386	1	Veggie Bowl
386	1	Chicken Bowl
387	1	Canned Soft Drink
387	1	Chicken Burrito
387	1	Steak Burrito
387	1	Steak Burrito
388	1	Steak Burrito
388	1	Bottled Water
389	1	Chicken Bowl
389	1	Chips and Guacamole
389	1	Chicken Crispy Tacos
389	1	Chips and Fresh Tomato Salsa
389	1	Chicken Bowl
389	1	Chips
390	1	Chips and Guacamole
390	1	Chicken Burrito
391	1	Steak Bowl
391	1	Chips and Guacamole
392	1	Chicken Burrito
392	1	Side of Chips
392	1	Canned Soda
393	1	Steak Burrito
393	1	Canned Soda
394	1	Carnitas Burrito
394	1	Veggie Salad Bowl
395	1	Steak Soft Tacos
395	1	Chips and Fresh Tomato Salsa
396	1	Canned Soft Drink
396	1	Canned Soft Drink
396	1	Chicken Burrito
396	1	Chicken Soft Tacos
397	1	Steak Burrito
397	1	Steak Soft Tacos
398	1	Chicken Soft Tacos
398	1	Bottled Water
399	1	Chips and Guacamole
399	1	Veggie Burrito
400	1	Veggie Burrito
400	1	Carnitas Burrito
400	1	Chicken Bowl
401	2	Chicken Bowl
402	1	Chicken Bowl
402	2	Chips and Guacamole
402	1	Chicken Bowl
402	1	Chicken Bowl
403	1	Barbacoa Burrito
403	1	Chips and Tomatillo-Green Chili Salsa
404	1	Chicken Burrito
404	1	Carnitas Bowl
404	1	Chips
405	1	Chicken Burrito
405	1	Canned Soft Drink
406	1	Barbacoa Soft Tacos
406	1	Canned Soft Drink
407	1	Chicken Burrito
407	1	Steak Burrito
408	1	Canned Soft Drink
408	1	Chicken Bowl
408	1	Chicken Bowl
409	1	Chicken Bowl
409	1	Chicken Bowl
410	1	Chicken Burrito
410	1	Canned Soft Drink
410	1	Chicken Soft Tacos
411	1	Chicken Bowl
411	1	Chicken Bowl
412	1	Bottled Water
412	1	Bottled Water
412	1	Chicken Bowl
412	1	Chips and Guacamole
413	1	Chicken Crispy Tacos
413	1	Canned Soft Drink
413	1	Carnitas Crispy Tacos
414	1	Chicken Burrito
414	1	Chips and Tomatillo-Green Chili Salsa
415	1	Steak Bowl
415	1	Chips and Guacamole
416	1	Steak Burrito
416	1	Chicken Bowl
417	1	Steak Burrito
